,sentence1,sentence2,predicted_score,score
5563,['A man is singing and playing the guitar'],['A man is opening a package that contains headphones'],0.11893798410892487,1.5
5564,['A dog is riding a skateboard'],['An animal is riding a skateboard'],0.9497982263565063,4.5
5565,['A dog is riding a skateboard in a park'],['A dog is riding a skateboard'],0.8333278894424438,4.0
5566,['There is no dog riding a skateboard'],['A dog is riding a skateboard'],0.6642705798149109,4.1
5567,['A sea turtle is hunting for fish'],['A sea turtle is hunting for food'],0.9085259437561035,4.5
5568,['A sea turtle is not hunting for fish'],['A sea turtle is hunting for fish'],0.7562457919120789,3.4
5569,['The turtle is following the fish'],"[""The turtle isn't following the fish""]",0.8276920914649963,4.0
5570,['The turtle is following the fish'],['The fish is following the turtle'],0.9874382615089417,3.8
5571,['A sea turtle is hunting for fish'],['The turtle is following the red fish'],0.6218966245651245,4.0
5572,['The fish is following the turtle'],['A sea turtle is hunting for fish'],0.7223650217056274,3.2
5573,['The turtle is following the fish'],['A sea turtle is not hunting for fish'],0.5907822847366333,3.4
5574,['A sea turtle is hunting for fish'],['The turtle is following the fish'],0.7114611268043518,3.8
5575,['A man is driving a car'],['The car is being driven by a man'],0.8580704927444458,5.0
5576,['There is no man driving the car'],['A man is driving a car'],0.5022414922714233,3.6
5577,['A woman is dipping a prawn in batter'],['A woman is dipping a shrimp in batter'],0.7450730800628662,4.4
5578,['There is no woman dipping a shrimp in batter'],['A woman is dipping a shrimp in batter'],0.6277575492858887,4.1
5579,['A woman is dipping a prawn in batter'],['A man is driving a car'],-0.04826992005109787,1.0
5580,['A man is driving a car'],['There is no woman dipping a shrimp in batter'],-0.0879833996295929,1.0
5581,['A woman is dipping a shrimp in batter'],['There is no man driving the car'],-0.11358968168497086,1.0
5582,['A man is playing a guitar under a windows'],['A man is playing a guitar'],0.6655676364898682,4.5
5583,['A man is playing a piano at a concert'],['A man is playing a piano'],0.7583419680595398,4.5
5584,['A man is playing a piano'],['There is no man playing a piano'],0.5798877477645874,3.9
5585,['A man is playing a piano at a concert'],['A man is playing a guitar'],0.46591275930404663,2.8
5586,['A man is playing a piano'],['A man is playing a guitar'],0.5355409383773804,2.7
5587,['A woman is removing ingredients from a bowl'],['A woman is adding ingredients to a bowl'],0.7549649477005005,3.3
5588,['A woman is cracking some eggs into a bowl'],['A woman is cracking some eggs into a container'],0.9238717555999756,4.6
5589,['A woman is cracking some eggs into a bowl'],['A woman is cracking some eggs outside a bowl'],0.9167689085006714,3.6
5590,['A woman is adding ingredients to a big bowl'],['A woman is cracking some eggs into a bowl'],0.4885784089565277,4.3
5591,['A woman is cracking some eggs into a bowl'],['A woman is removing ingredients from a bowl'],0.46858343482017517,3.5
5592,['A woman is slicing a carrot'],['A carrot is being sliced by a woman'],0.93622887134552,5.0
5593,['A potato is being sliced by a woman'],['A woman is slicing a potato'],0.9337126016616821,5.0
5594,['A woman is slicing a carrot'],['There is no woman slicing a potato'],0.4319176971912384,3.2
5595,['A woman is slicing a potato'],['A carrot is being sliced by a woman'],0.6338558197021484,3.1
5596,['A woman is slicing a potato'],['There is no woman slicing a carrot'],0.4252263009548187,3.2
5597,['A woman is slicing a potato'],['A woman is slicing a carrot'],0.7149624228477478,3.2
5598,['A woman is not boiling shrimps'],['A woman is boiling shrimps'],0.7164765000343323,3.185
5599,['A woman is cooking prawns'],['A woman is combing her hair'],0.2720381021499634,1.3
5600,['A woman is boiling shrimps'],['A woman is combing her hair'],0.13016891479492188,1.4
5601,['A man and a woman are walking through a desert area'],['A man and a woman are walking through a wooded area'],0.6139717102050781,3.6
5602,['A man and a woman are walking together through wooded areas'],['A man and a woman are walking together through the woods'],0.9402438998222351,4.9
5603,['A man and a woman are walking together through the woods'],['A man and a woman are walking together through the city'],0.6084700226783752,3.5
5604,['A man and a woman are walking together through the city'],['A man and a woman are walking through a wooded area'],0.5849148631095886,2.9
5605,['A man is speaking on a stage'],['There is no man speaking on a stage'],0.6348034739494324,3.8
5606,['A man is speaking about the stage'],['A man is speaking on a stage'],0.919023334980011,3.565
5607,['A man is speaking on a podium'],['A man is tanking on a stage in front of a crowd'],0.34512895345687866,3.3
5608,['A man is speaking about the stage'],['A man is speaking on a podium'],0.6079379916191101,3.7
5609,['A man is speaking on a stage'],['There is no man speaking on a podium'],0.45589348673820496,3.7
5610,['A man is speaking on a stage'],['A podium is where a man is speaking'],0.6518096923828125,4.0
5611,['Two frightened boys are talking on the phone'],['Two boys are talking on the phone'],0.8141645193099976,4.4
5612,['Two boys are talking on the phone'],['Two boys are not talking on the phone'],0.7308313846588135,4.3
5613,['Two frightened boys are talking on the phone'],['A woman is talking on a telephone'],0.3078348934650421,2.7
5614,['A woman is talking on a telephone'],['Two boys are not talking on the phone'],0.19260841608047485,3.3
5615,['There is no monkey wading through a marsh'],['A monkey is wading through a marsh'],0.7143666744232178,3.6
5616,['A small monkey is walking in the river'],['A small monkey is walking through water'],0.8626836538314819,4.3
5617,['A small monkey is walking through water'],"[""A monkey isn't walking through water""]",0.7446471452713013,3.7
5618,['A monkey is wading through a marsh'],"[""A monkey isn't walking through water""]",0.6499671339988708,3.2
5619,['A small monkey is walking through water'],['A monkey is wading through a marsh'],0.6448865532875061,4.1
5620,['A man is slicing a bun'],['A man is cutting a bun'],0.8719990849494934,4.8
5621,['A man is slicing a bun'],['There is no man slicing a bun'],0.6887041330337524,3.5
5622,['A man is slicing a red tomato'],['A man is slicing a tomato'],0.8936828374862671,4.5
5623,['A man is slicing a bun'],['There is no man slicing a tomato'],0.33136412501335144,3.2
5624,['A man is slicing a tomato'],['There is no man slicing a bun'],0.2965735197067261,2.7
5625,['A woman is dancing and singing in the rain'],['A woman is performing in the rain'],0.855485200881958,4.4
5626,['A woman is dancing and singing in the rain'],['There is no woman dancing and singing in the rain'],0.6031220555305481,3.8
5627,['Some women are dancing and singing '],['A woman is dancing and singing with other women'],0.832676887512207,4.8
5628,['A woman is dancing and singing in the rain'],['A woman is dancing and singing alone'],0.5093294382095337,4.0
5629,['A woman is peeling a potato'],['There is no woman peeling a potato'],0.6500549912452698,3.4
5630,['A woman is slicing a tomato'],['There is no woman slicing a tomato'],0.594394862651825,3.065
5631,['There is no woman slicing a tomato'],['A woman is peeling a potato'],0.3301064074039459,2.9
5632,['A woman is peeling a potato'],['A woman is slicing a tomato'],0.4907698929309845,3.0
5633,['There is no woman mixing eggs'],['A woman is mixing eggs'],0.6255121827125549,3.1
5634,['The hungry woman is eating'],['The woman is eating'],0.85113525390625,4.3
5635,['The woman is eating'],['The woman is drinking'],0.5564765334129333,3.4
5636,['A woman is mixing eggs'],['The woman is drinking'],0.25500890612602234,1.9
5637,['A woman is amalgamating eggs'],['The woman is eating'],0.3166577219963074,1.8
5638,['The woman is eating'],['There is no woman mixing eggs'],0.1771632581949234,2.1
5639,['A band is performing on a stage'],['A band is playing on a stage'],0.9722155332565308,4.9
5640,['A band is not performing on a stage'],['A band is performing on a stage'],0.689784049987793,4.6
5641,['A band is performing onstage'],['A band is playing onstage'],0.9665979743003845,4.9
5642,['A band is playing onstage'],['There is no band playing'],0.5070079565048218,4.1
5643,['A band is performing onstage'],['A band is performing on a stage'],0.9008681178092957,5.0
5644,['A band is performing on a stage'],['There is no band playing'],0.461670458316803,3.6
5645,['A band is not performing on a stage'],['A band is playing onstage'],0.6404626369476318,4.3
